original_points: 
0.507542,-0.797677,1.32575
0.122179,-0.578992,0.193873
0.494213,-0.306508,1.81351
-0.339555,0.572326,0.253579
-0.171139,0.970689,0.83126
-0.909904,0.130099,0.60611
-0.65971,0.75034,0.957912
0.248615,-0.0769463,0.0344587
-0.510503,-0.584299,0.369142
0.594414,0.733436,0.670237
plane_points: 
-1.30556,0.18667,0
-1.26613,1.44007,0
-0.626055,-0.716554,0
-0.388858,0.655428,0
-0.292861,1.66109,0
0.135294,-0.641143,0
0.252973,-0.0782952,0
0.894015,1.10311,0
1.5055,-2.36612,0
5.30029,-3.28721,0
plane_spline: 
-1.30556,0.18667,0
-1.2395,2.78473,0
-1.17344,5.29987,0
-1.10738,6.76252,0
-1.04133,7.31862,0
-0.975268,7.1141,0
-0.909209,6.29488,0
-0.843151,5.00689,0
-0.777092,3.39606,0
-0.711034,1.60832,0
-0.644975,-0.210405,0
-0.578917,-1.499,0
-0.512858,-1.35908,0
-0.4468,-0.37636,0
-0.380741,0.781698,0
-0.314683,1.47208,0
-0.248624,1.92115,0
-0.182566,1.85017,0
-0.116507,1.39228,0
-0.050449,0.730982,0
0.0156095,0.049792,0
0.081668,-0.467785,0
0.147726,-0.637985,0
0.213785,-0.369119,0
0.279843,0.133557,0
0.345902,0.607214,0
0.41196,1.00836,0
0.478019,1.33021,0
0.544077,1.56597,0
0.610136,1.70883,0
0.676194,1.75201,0
0.742253,1.68871,0
0.808311,1.51214,0
0.87437,1.21549,0
0.940428,0.827248,0
1.00649,0.443884,0
1.07255,0.0689939,0
1.1386,-0.300082,0
1.20466,-0.666005,0
1.27072,-1.03144,0
1.33678,-1.39904,0
1.40284,-1.77147,0
1.4689,-2.15139,0
1.53495,-2.53774,0
1.60101,-2.90451,0
1.66707,-3.24669,0
1.73313,-3.56495,0
1.79919,-3.85993,0
1.86525,-4.13229,0
1.93131,-4.38268,0
1.99736,-4.61174,0
2.06342,-4.82014,0
2.12948,-5.00852,0
2.19554,-5.17754,0
2.2616,-5.32784,0
2.32766,-5.46008,0
2.39372,-5.57491,0
2.45977,-5.67298,0
2.52583,-5.75495,0
2.59189,-5.82147,0
2.65795,-5.87318,0
2.72401,-5.91074,0
2.79007,-5.9348,0
2.85612,-5.94602,0
2.92218,-5.94504,0
2.98824,-5.93252,0
3.0543,-5.90911,0
3.12036,-5.87546,0
3.18642,-5.83222,0
3.25248,-5.78005,0
3.31853,-5.71959,0
3.38459,-5.6515,0
3.45065,-5.57643,0
3.51671,-5.49504,0
3.58277,-5.40796,0
3.64883,-5.31587,0
3.71489,-5.2194,0
3.78094,-5.11921,0
3.847,-5.01595,0
3.91306,-4.91027,0
3.97912,-4.80283,0
4.04518,-4.69428,0
4.11124,-4.58526,0
4.17729,-4.47644,0
4.24335,-4.36846,0
4.30941,-4.26197,0
4.37547,-4.15763,0
4.44153,-4.05608,0
4.50759,-3.95799,0
4.57365,-3.864,0
4.6397,-3.77476,0
4.70576,-3.69092,0
4.77182,-3.61315,0
4.83788,-3.54208,0
4.90394,-3.47837,0
4.97,-3.42268,0
5.03605,-3.37565,0
5.10211,-3.33793,0
5.16817,-3.31019,0
5.23423,-3.29306,0
5.30029,-3.28721,0
spherical_points: 
-0.909904,0.130099,0.60611
-0.373033,0.838075,1.39809
-0.140257,0.633471,1.76095
-0.0869253,0.530831,1.84301
-0.0710238,0.499168,1.86359
-0.0702117,0.51216,1.85602
-0.0818147,0.566441,1.82003
-0.113251,0.672521,1.73136
-0.192623,0.841802,1.50425
-0.40102,0.907084,0.872009
-0.578419,-0.188693,0.206384
-0.35181,-0.910949,0.784591
-0.335744,-0.889723,0.690695
-0.411676,-0.346773,0.157224
-0.320219,0.657439,0.31792
-0.200882,0.939718,0.723277
-0.128279,0.991225,0.968093
-0.0979371,0.992519,0.927105
-0.0782979,0.935669,0.655917
-0.044479,0.64448,0.236674
0.0155989,0.0497581,0.00136052
0.0773098,-0.442822,0.106729
0.133422,-0.576208,0.193661
0.204483,-0.353059,0.0870181
0.273275,0.130422,0.0469464
0.308266,0.541146,0.21761
0.317717,0.777682,0.457537
0.318787,0.887109,0.666216
0.322499,0.928218,0.814512
0.334671,0.937326,0.902963
0.359354,0.931081,0.937128
0.401073,0.912486,0.91931
0.465891,0.871558,0.847249
0.560319,0.778919,0.718348
0.675505,0.594208,0.563411
0.772727,0.34079,0.464506
0.832219,0.0535343,0.448143
0.845529,-0.222841,0.514797
0.817444,-0.451929,0.642866
0.761071,-0.617757,0.802143
0.69046,-0.722616,0.96698
0.616223,-0.778149,1.12146
0.544735,-0.797835,1.25831
0.479816,-0.793279,1.37481
0.426954,-0.774566,1.46665
0.385002,-0.749807,1.53811
0.351679,-0.723385,1.59417
0.325113,-0.697489,1.6386
0.303848,-0.673149,1.6742
0.28678,-0.650785,1.70302
0.273072,-0.630501,1.72657
0.262093,-0.612247,1.74596
0.253359,-0.595898,1.76205
0.246501,-0.5813,1.77545
0.241233,-0.568292,1.78667
0.237332,-0.556718,1.79608
0.234623,-0.546433,1.80397
0.23297,-0.5373,1.81058
0.232264,-0.5292,1.81609
0.232418,-0.522018,1.82066
0.233364,-0.515656,1.8244
0.235046,-0.510019,1.82743
0.23742,-0.505021,1.82981
0.240452,-0.500585,1.83162
0.244112,-0.496634,1.83292
0.248376,-0.493099,1.83376
0.253226,-0.489912,1.83418
0.258642,-0.487007,1.83422
0.264608,-0.484323,1.83391
0.27111,-0.481796,1.83329
0.27813,-0.479365,1.83238
0.28565,-0.476971,1.83121
0.29365,-0.474554,1.8298
0.302105,-0.472055,1.82819
0.310989,-0.469418,1.8264
0.320266,-0.466587,1.82446
0.3299,-0.463509,1.82239
0.339846,-0.460135,1.82023
0.350052,-0.456419,1.81801
0.360461,-0.452322,1.81577
0.371008,-0.44781,1.81352
0.381623,-0.442859,1.81132
0.392229,-0.437453,1.80919
0.402744,-0.431586,1.80717
0.413084,-0.425263,1.8053
0.423161,-0.418503,1.80361
0.432887,-0.411335,1.80213
0.442174,-0.403801,1.80089
0.450939,-0.395957,1.79992
0.459101,-0.387867,1.79924
0.466587,-0.379605,1.79887
0.473332,-0.371254,1.79883
0.479278,-0.362901,1.79912
0.484377,-0.354639,1.79976
0.48859,-0.346558,1.80074
0.491889,-0.338748,1.80206
0.494254,-0.331296,1.80371
0.495671,-0.324281,1.8057
0.496136,-0.317773,1.808
0.495649,-0.311832,1.81061
0.494213,-0.306508,1.81351
